2025-10-11T16:23:45.000000000Z [inf]  Starting Container
2025-10-11T16:23:46.400040293Z [inf]  date        7d%  25d%  pos  equity   buy&hold
2025-10-11T16:23:51.973164463Z [inf]  2025-08-10    1.7    0.6    1  131470.83   2512.21
2025-10-11T16:23:51.982572510Z [inf]  2025-08-11    1.8    2.5    1  131470.83   2587.53
2025-10-11T16:23:52.000988403Z [inf]  2025-08-12    2.5    0.9    1  131470.83   2605.01
2025-10-11T16:23:52.004489357Z [inf]  2025-08-13    1.8    2.1    1  131470.83   2566.96
2025-10-11T16:23:52.013361092Z [inf]  2025-08-14    3.0    5.0    1  131470.83   2572.05
2025-10-11T16:23:52.031513387Z [inf]  2025-08-15    4.4    7.4    1  131470.83   2595.95
2025-10-11T16:23:52.034431162Z [inf]  2025-08-16    4.1    6.7    1  131470.83   2573.59
2025-10-11T16:23:52.045155233Z [inf]  2025-08-17    5.3    7.7    1  131470.83   2589.28
2025-10-11T16:23:52.063659980Z [inf]  2025-08-18    6.0   11.3    1  131470.83   2644.21
2025-10-11T16:23:52.066436199Z [inf]  2025-08-19    4.2   10.3    1  131470.83   2757.75
2025-10-11T16:23:52.084738736Z [inf]  2025-08-20    4.8    8.2    1  131470.83   2793.82
2025-10-11T16:23:52.088494246Z [inf]  2025-08-21    5.0    9.5    1  131470.83   2791.26
2025-10-11T16:23:52.096722387Z [inf]  2025-08-22    0.7    8.2    1  131470.83   2830.88
2025-10-11T16:23:52.115559011Z [inf]  2025-08-23   -0.6    7.3    0  190614.01   2848.82
2025-10-11T16:23:52.118430524Z [inf]  2025-08-24   -1.6    5.3    0  190614.01   2799.30
2025-10-11T16:23:52.130213289Z [inf]  2025-08-25    0.3    5.0    1  190614.01   2820.04
2025-10-11T16:23:52.140310876Z [inf]  2025-08-26   -0.1    6.5    0  196262.21   2833.04
2025-10-11T16:23:52.156908888Z [inf]  2025-08-27   -2.8    6.9    0  196262.21   2803.27
2025-10-11T16:23:52.160333125Z [inf]  2025-08-28   -1.6    6.0    0  196262.21   2801.25
2025-10-11T16:23:52.172917426Z [inf]  2025-08-29    1.5    5.7    1  196262.21   2787.58
2025-10-11T16:23:52.181779873Z [inf]  2025-08-30    3.5    6.1    1  196262.21   2790.32
2025-10-11T16:23:52.192265292Z [inf]  2025-08-31    3.4    5.3    1  196262.21   2851.51
2025-10-11T16:23:52.201645894Z [inf]  
2025-10-11T16:23:52.201655423Z [inf]  Final equity (4×) : 193200.09
2025-10-11T16:23:52.201663122Z [inf]  Buy & hold        :  2851.51
2025-10-11T16:23:52.201670423Z [inf]  Excess            : 190348.58
2025-10-11T16:23:52.201676112Z [inf]  Worst trade (%)   :   -50.88
2025-10-11T16:23:52.210945042Z [inf]  
2025-10-11T16:23:52.210950785Z [inf]  Prediction quality (out-of-sample)
2025-10-11T16:23:52.210955845Z [inf]  7-day  directional accuracy :  51.0%
2025-10-11T16:23:52.210961043Z [inf]  25-day directional accuracy :  56.9%
2025-10-11T16:23:52.210966275Z [inf]  7-day  MAE                  :    nan%
2025-10-11T16:23:52.210973878Z [inf]  25-day MAE                  :    nan%
2025-10-11T16:23:52.210979311Z [inf]  7-day  MSE                  :    nan
2025-10-11T16:23:52.210986086Z [inf]  25-day MSE                  :    nan
2025-10-11T16:23:52.210991102Z [inf]  
2025-10-11T16:23:52.210996648Z [inf]  Using long-horizon forecast to guess T+1 direction
2025-10-11T16:23:52.211001881Z [inf]  pred7  → next-day accuracy :  53.6%
2025-10-11T16:23:52.211007144Z [inf]  pred25 → next-day accuracy :  55.2%
2025-10-11T16:25:09.000000000Z [inf]  Stopping Container
